content,aspect,sentiment,from,to
possessing cocaine with intent to distribute in violation of south dakota law the united states filed an in rem action in federal district court against his mobile home and auto body shop under 21 usc 881a4 and a7 which provide for the forfeiture of respectively vehicles and real property used or intended to be used to facilitate the commission of certain drugrelated crimes,his,-1,153,156
possessing cocaine with intent to distribute in violation of south dakota law the united states filed an in rem action in federal district court against his mobile home and auto body shop under 21 usc 881a4 and a7 which provide for the forfeiture of respectively vehicles and real property used or intended to be used to facilitate the commission of certain drugrelated crimes,united states,1,82,95
in granting the government summary judgment on the basis of an officers affidavit that austin had brought two grams of cocaine from the mobile home to the body shop in order to consummate a prearranged sale there the court rejected austins argument that forfeiture of his properties would violate the eighth amendments excessive fines clause,austin,-1,87,93
in granting the government summary judgment on the basis of an officers affidavit that austin had brought two grams of cocaine from the mobile home to the body shop in order to consummate a prearranged sale there the court rejected austins argument that forfeiture of his properties would violate the eighth amendments excessive fines clause,his,-1,268,271
in granting the government summary judgment on the basis of an officers affidavit that austin had brought two grams of cocaine from the mobile home to the body shop in order to consummate a prearranged sale there the court rejected austins argument that forfeiture of his properties would violate the eighth amendments excessive fines clause,government,1,16,26
in granting the government summary judgment on the basis of an officers affidavit,government,0,16,26
austin had brought two grams of cocaine from the mobile home to the body shop,austin,-1,0,6
forfeiture of his properties would violate the eighth amendments excessive fines clause,his,-1,14,17
the determinative question is not as the government would have it whether forfeiture under 881a4 and a7 is civil or criminal,government,1,41,51
the government would have it,government,0,4,14
on august 2 1990 petitioner richard lyle austin was indicted on four counts of violating south dakotas drug laws,petitioner richard lyle austin,-1,17,47
austin ultimately pleaded guilty to one count of possessing cocaine with intent to distribute and was sentenced by the state court to seven years imprisonment,austin,-1,0,6
austin filed a claim and an answer to the complaint,austin,1,0,6
on february 4 1991 the united states made a motion supported by an affidavit from sioux falls police officer donald satterlee for summary judgment,united states,1,23,36
the district court rejected this argument and entered summary judgment for the united states,united states,1,79,92
austin contends that the eighth amendments excessive fines clause applies to in rem civil forfeiture proceedings,austin,1,0,6
in opposing summary judgment austin argued that forfeiture of the properties would violate the eighth amendment,austin,1,29,35
in opposing summary judgment austin argued,austin,1,29,35
the government argues that §§ 881a4 and a7 are not punitive but rather should be considered remedial in two respects,government,1,4,14
the court however previously has rejected governments attempt to extend that reasoning to conveyances used to transport illegal liquor,governments,-1,42,53
the same without question is true of the properties involved here and the governments attempt to characterize these properties as “instruments of the drug trade must meet the same fate as pennsylvanias effort to characterize the 1958 plymouth sedan as “contraband,governments,1,74,85
the governments attempt to characterize these properties as “instruments of the drug trade must meet the same fate as pennsylvanias effort to characterize the 1958 plymouth sedan as “contraband,governments,0,4,15
fundamentally even assuming that §§ 881a4 and a7 serve some remedial purpose the governments argument must fail,governments,-1,81,92
the governments argument must fail,governments,-1,4,15
according to satterlees affidavit austin met keith engebretson at austins body shop on june 13 1990 and agreed to sell cocaine to engebretson,austin,-1,34,40
although the court of appeals opined that “the government is exacting too high a penalty in relation to the offense committed 964 f 2d at 818 it had no occasion to consider what factors should inform such a decision because it thought it was foreclosed from engaging in the inquiry,government,-1,47,57
the government is exacting too high a penalty in relation to the offense committed,government,-1,4,14
here however the offense of which petitioner has been convicted is not relevant to the forfeiture,petitioner,1,34,44
petitioner has been convicted,petitioner,-1,0,10
the court of appeals affirmed agreeing with the government that the eighth amendment is inapplicable to in rem civil forfeitures,government,1,48,58
petitioner richard lyle austin was indicted on four counts of violating south dakotas drug laws,petitioner richard lyle austin,-1,0,30
the united states court of appeals for the eighth circuit reluctantly agreed with the government and affirmed,government,1,86,96
the purpose of the eighth amendment putting the bail clause to one side was to limit the governments power to punish,governments,-1,89,100
because the instant suit was prosecuted by the united states and because austins property was forfeited to the united states we have no occasion to address that question here,austins,-1,73,80
because the instant suit was prosecuted by the united states and because austins property was forfeited to the united states we have no occasion to address that question here,united states,0,47,60
the instant suit was prosecuted by the united states,united states,0,39,52
austins property was forfeited to the united states,austins,-1,0,7
austins property was forfeited to the united states,united states,1,38,51
section 881 requires only that the government show probable cause that the subject property was used for the prohibited purpose,government,1,35,45
section 881 requires only that the government show probable cause,government,1,35,45
we do not understand the government to rely separately on the technical distinction between proceedings in rem and proceedings in 509 us 602 13 personam but we note that any such reliance would be misplaced,government,-1,25,35
the government to rely separately on the technical distinction between proceedings in rem and proceedings in 509 us 602 13 personam,government,-1,4,14
the government relies heavily on this fiction,government,1,4,14
at that time shatzer was incarcerated at the maryland correctional institutionhagerstown serving a sentence for an unrelated childsexualabuse offense,shatzer,-1,13,20
detective shane blankenship was assigned to the investigation and interviewed shatzer at the correctional institution on august 7 2003,shatzer,0,78,85
before asking any questions blankenship reviewed shatzers miranda rights with him and obtained a written waiver of those rights,shatzers,-1,49,57
before asking any questions blankenship reviewed shatzers miranda rights with him and obtained a written waiver of those rights,him,-1,78,81
when blankenship explained that he was there to question shatzer about sexually abusing his son shatzer expressed confusion  he had thought blankenship was an attorney there to discuss the prior crime for which he was incarcerated,shatzer,-1,57,64
when blankenship explained that he was there to question shatzer about sexually abusing his son shatzer expressed confusion  he had thought blankenship was an attorney there to discuss the prior crime for which he was incarcerated,his,-1,88,91
when blankenship explained that he was there to question shatzer about sexually abusing his son shatzer expressed confusion  he had thought blankenship was an attorney there to discuss the prior crime for which he was incarcerated,he,-1,32,34
when blankenship explained that he was there to question shatzer about sexually abusing his son shatzer expressed confusion  he had thought blankenship was an attorney there to discuss the prior crime for which he was incarcerated,he,-1,125,127
he was there to question shatzer about sexually abusing his son shatzer expressed confusion,he,-1,0,2
he was there to question shatzer about sexually abusing his son shatzer expressed confusion,shatzer,-1,25,32
he was there to question shatzer about sexually abusing his son shatzer expressed confusion,his,-1,56,59
he was incarcerated,he,-1,0,2
blankenship clarified the purpose of his visit and shatzer declined to speak without an attorney,shatzer,-1,51,58
accordingly blankenship ended the interview and shatzer was released back into the general prison population,shatzer,-1,48,55
shatzer declined to speak without an attorney,shatzer,0,0,7
shatzer was released back into the general prison population,shatzer,-1,0,7
two years and six months later the same social worker referred more specific allegations to the department about the same incident involving shatzer,shatzer,-1,141,148
he and the social worker interviewed the victim then eight years old who described the incident in more detail,he,0,0,2
he and the social worker interviewed the victim then eight years old,he,0,0,2
with this new information in hand on march 2 2006 they went to the roxbury correctional institute to which shatzer had since been transferred and interviewed shatzer in a maintenance room outfitted with a desk and three chairs,shatzer,0,107,114
shatzer had since been transferred,shatzer,0,0,7
interviewed shatzer in a maintenance room outfitted with a desk and three chairs,shatzer,0,12,19
hoover explained that he wanted to ask shatzer about the alleged incident involving shatzers son,shatzer,0,39,46
he wanted to ask shatzer about the alleged incident involving shatzers son,shatzer,0,17,24
shatzer was surprised because he thought that the investigation had been closed but hoover explained they had opened a new file,shatzer,-1,0,7
shatzer was surprised because he thought that the investigation had been closed but hoover explained they had opened a new file,he,-1,30,32
shatzer was surprised,shatzer,0,0,7
he thought that the investigation had been closed,he,1,0,2
hoover then read shatzer his miranda rights and obtained a written waiver on a standard department form,shatzer,-1,17,24
hoover interrogated shatzer about the incident for approximately 30 minutes,shatzer,0,20,27
shatzer denied ordering his son to perform fellatio on him but admitted to masturbating in front of his son from a distance of less than three feet,shatzer,-1,0,7
shatzer denied ordering his son to perform fellatio on him but admitted to masturbating in front of his son from a distance of less than three feet,his,-1,24,27
shatzer denied ordering his son to perform fellatio on him but admitted to masturbating in front of his son from a distance of less than three feet,him,-1,55,58
shatzer denied ordering his son to perform fellatio on him but admitted to masturbating in front of his son from a distance of less than three feet,his,-1,100,103
shatzer denied ordering his son to perform fellatio on him,shatzer,-1,0,7
shatzer denied ordering his son to perform fellatio on him,his,-1,24,27
shatzer denied ordering his son to perform fellatio on him,him,-1,55,58
before the interview ended shatzer agreed to hoovers request that he submit to a polygraph examination,shatzer,0,27,34
before the interview ended shatzer agreed to hoovers request that he submit to a polygraph examination,he,0,66,68
he submit to a polygraph examination,he,0,0,2
at no point during the interrogation did shatzer request to speak with an attorney or refer to his prior refusal to answer questions without one,shatzer,1,41,48
five days later on march 7 2006 hoover and another detective met with shatzer at the correctional facility to administer the polygraph examination,shatzer,0,70,77
after reading shatzer his miranda rights and obtaining a written waiver the other detective administered the test and concluded that shatzer had failed,shatzer,-1,14,21
reading shatzer his miranda rights and obtaining a written waiver,shatzer,0,8,15
shatzer had failed,shatzer,-1,0,7
when the detectives then questioned shatzer he became upset started to cry and incriminated himself by saying  i didnt force him i didnt force him,shatzer,1,36,43
when the detectives then questioned shatzer he became upset started to cry and incriminated himself by saying  i didnt force him i didnt force him,he,1,44,46
after making this inculpatory statement shatzer requested an attorney and hoover promptly ended the interrogation,shatzer,1,40,47
the states attorney for washington county charged shatzer with seconddegree sexual offense sexual child abuse seconddegree assault and contributing to conditions rendering a child in need of assistance,shatzer,-1,50,57
shatzer moved to suppress his march 2006 statements pursuant to edwards,shatzer,-1,0,7
shatzer moved to suppress his march 2006 statements pursuant to edwards,his,-1,26,29
the trial court held a suppression hearing and later denied shatzers motion,shatzers,-1,60,68
the edwards protections did not apply it reasoned because shatzer had experienced a break in custody for miranda purposes between the 2003 and 2006 interrogations,shatzer,-1,58,65
shatzer had experienced a break in custody for miranda purposes between the 2003 and 2006 interrogations,shatzer,-1,0,7
shatzer pleaded not guilty waived his right to a jury trial and proceeded to a bench trial based on an agreed statement of facts,shatzer,-1,0,7
in accordance with the agreement the state described the interview with the victim and shatzers 2006 statements to the detectives,shatzers,0,87,95
based on the proffered testimony of the victim and the admission of the defendant as to the act of masturbation the trial court found shatzer guilty of sexual child abuse of his son,shatzer,-1,134,141
based on the proffered testimony of the victim and the admission of the defendant as to the act of masturbation the trial court found shatzer guilty of sexual child abuse of his son,his,-1,174,177
no one questions that shatzer was in custody for miranda purposes during the interviews with detective blankenship in 2003 and detective hoover in 2006,shatzer,1,22,29
shatzer was in custody for miranda purposes during the interviews with detective blankenship in 2003 and detective hoover in 2006,shatzer,-1,0,7
after the 2003 interview shatzer was released back into the general prison population where he was serving an unrelated sentence,shatzer,1,25,32
after the 2003 interview shatzer was released back into the general prison population where he was serving an unrelated sentence,he,1,92,94
after the 2003 interview shatzer was released back into the general prison population,shatzer,1,25,32
he was serving an unrelated sentence,he,-1,0,2
respondents royalty owners possessing rights to leases from which petitioner produced the gas brought a class action against petitioner in a kansas state court seeking to recover interest on royalty payments that had been delayed by petitioner,petitioner,-1,66,76
respondents royalty owners possessing rights to leases from which petitioner produced the gas brought a class action against petitioner in a kansas state court seeking to recover interest on royalty payments that had been delayed by petitioner,respondents,1,0,11
respondents royalty owners possessing rights to leases,respondents,1,0,11
petitioner william g schwab the trustee of reillys bankruptcy estate did not object to reillys claimed exemptions in her business equipment because the dollar value reilly assigned each exemption fell within the limits that §§522d5 and 6 prescribe,petitioner,0,0,10
seeking to recover interest on royalty payments that had been delayed by petitioner,petitioner,-1,73,83
respondents provided each class member with a notice by firstclass mail describing the action and informing each member that he could appear in person or by counsel that otherwise he would be represented by respondents and that class members would be included in the class and bound by the judgment unless they opted out of the action by returning a request for exclusion,respondents,1,0,11
respondents provided each class member with a notice by firstclass mail describing the action and informing each member,respondents,0,0,11
he would be represented by respondents,respondents,0,27,38
notwithstanding that over 99 of the gas leases in question and some 97 of the plaintiff class members had no apparent connection of kansas except for the lawsuit the trial court applied kansas contract and equity law to every claim and found petitioner liable for interest on the suspended royalties to all class members,petitioner,-1,242,252
because petitioner sold the gas to its customers in interstate commerce it was required to secure approval for price increases from what was then the federal power commission and is now the federal energy regulatory commission,petitioner,1,8,18
under its regulations the federal power commission permitted petitioner to propose and collect tentative higher gas prices subject to final approval by the commission,petitioner,1,61,71
if the commission eventually denied petitioners proposed price increase or reduced the proposed increase petitioner would 472 us 797 800 have to refund to its customers the difference between the approved price and the higher price charged plus interest at a rate set by statute,petitioner,-1,105,115
the commission eventually denied petitioners proposed price increase or reduced the proposed increase,petitioners,-1,33,44
although petitioner received higher gas prices pending review by the commission petitioner suspended any increase in royalties paid to the royalty owners because the higher price could be subject to recoupment by petitioners customers,petitioner,1,9,19
petitioner agreed to pay the higher royalty only if the royalty owners would provide petitioner with a bond or indemnity for the increase plus interest in case the price increase was not ultimately approved and a refund was due to the customers,petitioner,1,0,10
petitioner set the interest rate on the indemnity agreements at the same interest rate the commission would have required petitioner to refund to its customers,petitioner,1,0,10
at the same interest rate the commission would have required petitioner to refund to its customers,petitioner,1,61,71
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties which petitioner had possessed pending the commissions approval of the price increases,petitioner,-1,77,87
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties which petitioner had possessed pending the commissions approval of the price increases,respondents,1,0,11
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties which petitioner had possessed pending the commissions approval of the price increases,shutts,1,16,22
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties which petitioner had possessed pending the commissions approval of the price increases,anderson,1,30,38
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties,petitioner,-1,77,87
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties,respondents,1,0,11
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties,shutts,1,16,22
respondents irl shutts robert anderson and betty anderson filed suit against petitioner in kansas state court seeking interest payments on their suspended royalties,anderson,1,30,38
petitioner had possessed pending the commissions approval of the price increases,petitioner,-1,0,10
shutts is a resident of kansas and the andersons live in oklahoma,shutts,0,0,6
shutts is a resident of kansas and the andersons live in oklahoma,andersons,0,39,48
shutts and the andersons 472 us 797 801 own gas leases in oklahoma and texas,shutts,0,0,6
shutts and the andersons 472 us 797 801 own gas leases in oklahoma and texas,andersons,0,15,24
over petitioners objection the kansas trial court granted respondents motion to certify the suit as a class action under kansas law,petitioners,-1,5,16
over petitioners objection the kansas trial court granted respondents motion to certify the suit as a class action under kansas law,respondents,1,58,69
respondents motion to certify the suit as a class action under kansas law,respondents,1,0,11
after the class was certified respondents provided each class member with notice through firstclass mail,respondents,1,30,41
certified respondents provided each class member with notice through firstclass mail,respondents,1,10,21
the court found petitioner liable under kansas law for interest on the suspended royalties to all class members,petitioner,-1,16,26
the court also rejected petitioners contention that kansas law could not be applied to plaintiffs and royalty arrangements having no connection with kansas,petitioners,-1,24,35
the court also rejected petitioners contention,petitioners,-1,24,35
kansas law could not be applied to plaintiffs and royalty arrangements having no connection with kansas,plaintiffs,-1,35,45
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary the plaintiff class in order to defeat the judgment in favor of the class,petitioner,-1,81,91
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary the plaintiff class in order to defeat the judgment in favor of the class,his,-1,57,60
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary the plaintiff class in order to defeat the judgment in favor of the class,respondents,1,0,11
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary,petitioner,-1,81,91
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary,his,-1,57,60
respondents claim that a party generally may assert only his own rights and that petitioner has no standing to assert the rights of its adversary,respondents,1,0,11
respondents claim that a party generally may assert only his own rights,his,-1,57,60
respondents claim that a party generally may assert only his own rights,respondents,1,0,11
respondents claim that petitioner is barred by the rule requiring that a party assert only his own rights they point out that respondents and petitioner are adversaries and do 472 us 797 805 not have allied interests such that petitioner would be a good proponent of class members interests,petitioner,-1,23,33
respondents claim that petitioner is barred by the rule requiring that a party assert only his own rights they point out that respondents and petitioner are adversaries and do 472 us 797 805 not have allied interests such that petitioner would be a good proponent of class members interests,his,-1,91,94
respondents claim that petitioner is barred by the rule requiring that a party assert only his own rights they point out that respondents and petitioner are adversaries and do 472 us 797 805 not have allied interests such that petitioner would be a good proponent of class members interests,respondents,1,0,11
petitioner is barred by the rule,petitioner,-1,0,10
respondents and petitioner are adversaries,petitioner,-1,16,26
respondents and petitioner are adversaries,respondents,-1,0,11
petitioner would be a good proponent of class members interests,petitioner,1,0,10
during a twohour taperecorded session at alaska state trooper headquarters petitioner thompson confessed he had killed his former wife,petitioner thompson,-1,75,94
during a twohour taperecorded session at alaska state trooper headquarters petitioner thompson confessed he had killed his former wife,he,-1,105,107
during a twohour taperecorded session at alaska state trooper headquarters petitioner thompson confessed he had killed his former wife,his,-1,119,122
during a twohour taperecorded session at alaska state trooper headquarters petitioner thompson confessed,petitioner thompson,-1,75,94
he had killed his former wife,he,-1,0,2
he had killed his former wife,his,-1,14,17
thompson maintained that the troopers gained his confession without according him the warnings required by miranda v arizona 384 us 436,thompson,1,0,8
thompson maintained that the troopers gained his confession without according him the warnings required by miranda v arizona 384 us 436,his,1,45,48
thompson maintained that the troopers gained his confession without according him the warnings required by miranda v arizona 384 us 436,him,1,78,81
the troopers gained his confession without according him the warnings required by miranda v arizona 384 us 436,his,1,20,23
the troopers gained his confession without according him the warnings required by miranda v arizona 384 us 436,him,1,53,56
the alaska trial court denied his motion to suppress the confession however ruling that he was not in custody for miranda purposes therefore the troopers were not required to inform him of his miranda rights,his,-1,30,33
the alaska trial court denied his motion to suppress the confession however ruling that he was not in custody for miranda purposes therefore the troopers were not required to inform him of his miranda rights,he,-1,88,90
the alaska trial court denied his motion to suppress the confession however ruling that he was not in custody for miranda purposes therefore the troopers were not required to inform him of his miranda rights,him,-1,182,185
the alaska trial court denied his motion to suppress the confession however ruling that he was not in custody for miranda purposes therefore the troopers were not required to inform him of his miranda rights,his,-1,189,192
the alaska trial court denied his motion to suppress the confession however,his,-1,30,33
he was not in custody for miranda purposes,he,1,0,2
the troopers were not required to inform him of his miranda rights,his,-1,48,51
the troopers were not required to inform him of his miranda rights,him,-1,41,44
after a trial at which the prosecution played the taperecorded confession the jury found thompson guilty of firstdegree murder and the court of appeals of alaska affirmed his conviction,thompson,-1,89,97
after a trial at which the prosecution played the taperecorded confession the jury found thompson guilty of firstdegree murder and the court of appeals of alaska affirmed his conviction,his,-1,171,174
the federal district court denied thompsons petition for a writ of habeas corpus and the ninth circuit affirmed,thompsons,-1,34,43
the federal district court denied thompsons petition for a writ of habeas corpus,thompsons,-1,34,43
both courts held that a state courts ruling that a defendant was not in custody for miranda purposes qualifies as a fact determination entitled to a presumption of correctness under 28 usc 2254d,defendant,1,51,60
a defendant was not in custody for miranda purposes,defendant,1,2,11
thompsons confession was placed in evidence at the ensuing alaska statecourt trial and he was convicted of firstdegree murder,thompsons,-1,0,9
thompsons confession was placed in evidence at the ensuing alaska statecourt trial and he was convicted of firstdegree murder,he,-1,87,89
thompsons confession was placed in evidence at the ensuing alaska statecourt trial,thompsons,-1,0,9
he was convicted of firstdegree murder,he,-1,0,2
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,his,1,12,15
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,thompson,1,65,73
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,his,1,117,120
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,him,1,150,153
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,he,1,215,217
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,he,1,252,254
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,him,1,282,285
challenging his conviction in a federal habeas corpus proceeding thompson maintained that the alaska troopers gained his confession without according him the warnings miranda v arizona 384 us 436 1966 requires that he could remain silent that anything he said could be used against him in court and that he was entitled to an attorney either retained or appointed,he,1,304,306
challenging his conviction in a federal habeas corpus proceeding thompson,his,1,12,15
challenging his conviction in a federal habeas corpus proceeding thompson,thompson,1,65,73
he said could be used against him in court,he,-1,0,2
he said could be used against him in court,him,-1,30,33
he was entitled to an attorney either retained or appointed,he,-1,0,2
the state trial and appellate courts determined that thompson was not in custody when he confessed,thompson,1,53,61
the state trial and appellate courts determined that thompson was not in custody when he confessed,he,1,86,88
thompson was not in custody when he confessed,thompson,1,0,8
thompson was not in custody when he confessed,he,1,33,35
through a dental examination the troopers conclusively established that the corpse was dixie thompson,thompson,-1,93,101
on september 15 a trooper called thompson and asked him to come to headquarters purportedly to identify personal items the troopers thought belonged to dixie thompson,thompson,-1,33,41
on september 15 a trooper called thompson and asked him to come to headquarters purportedly to identify personal items the troopers thought belonged to dixie thompson,him,-1,52,55
it is now undisputed however that the troopers primary reason for contacting thompson was to question him about the murder,thompson,-1,77,85
it is now undisputed however that the troopers primary reason for contacting thompson was to question him about the murder,him,-1,102,105
the troopers primary reason for contacting thompson was to question him about the murder,thompson,-1,43,51
the troopers primary reason for contacting thompson was to question him about the murder,him,-1,68,71
thompson drove to the troopers headquarters in his pickup truck and upon arriving immediately identified the items as dixies,thompson,-1,0,8
thompson drove to the troopers headquarters in his pickup truck and upon arriving immediately identified the items as dixies,his,-1,47,50
he remained at headquarters however for two more hours while two unarmed troopers continuously questioned him in a small interview room and taperecorded the exchange,he,-1,0,2
he remained at headquarters however for two more hours while two unarmed troopers continuously questioned him in a small interview room and taperecorded the exchange,him,-1,106,109
the troopers did not inform thompson of his miranda rights,thompson,1,28,36
the troopers did not inform thompson of his miranda rights,his,1,40,43
they knew he had killed his former wife,he,-1,10,12
they knew he had killed his former wife,his,-1,24,27
informing thompson that execution of a search warrant was underway at his home and that his truck was about to be searched pursuant to  thompson v keohane  us  1995  3 another warrant the troopers asked questions that invited a confession,thompson,-1,10,18
informing thompson that execution of a search warrant was underway at his home and that his truck was about to be searched pursuant to  thompson v keohane  us  1995  3 another warrant the troopers asked questions that invited a confession,his,-1,70,73
informing thompson that execution of a search warrant was underway at his home and that his truck was about to be searched pursuant to  thompson v keohane  us  1995  3 another warrant the troopers asked questions that invited a confession,his,-1,88,91
execution of a search warrant was underway at his home,his,-1,46,49
his truck was about to be searched pursuant,his,-1,0,3
eventually thompson told the troopers he killed dixie,thompson,-1,11,19
eventually thompson told the troopers he killed dixie,he,-1,38,40
he killed dixie,he,-1,0,2
although the trial court held that under the totality of the circumstances a reasonable person would have felt free to leave it also observed that the troopers subsequent actions  releasing and shortly thereafter arresting thompson  rendered the question very close,thompson,-1,223,231
after a trial at which the prosecution played the taperecorded confession the jury found thompson guilty of firstdegree murder and tampering with evidence,thompson,-1,89,97
the court of appeals of alaska affirmed thompsons conviction concluding among other things that the troopers had not placed thompson in custody and therefore had no obligation to give him miranda warnings,thompson,-1,124,132
the court of appeals of alaska affirmed thompsons conviction concluding among other things that the troopers had not placed thompson in custody and therefore had no obligation to give him miranda warnings,him,-1,184,187
the troopers had not placed thompson in custody,thompson,1,28,36
thompson filed a petition for a writ of habeas corpus in the united states district court for the district of  thompson v keohane  us  1995  6 alaska,thompson,1,0,8
the district court denied the writ according to a presumption of correctness under 28 usc 2254d to the state courts conclusion that when thompson confessed he was not yet in custody for miranda purposes,thompson,-1,137,145
the district court denied the writ according to a presumption of correctness under 28 usc 2254d to the state courts conclusion that when thompson confessed he was not yet in custody for miranda purposes,he,-1,156,158
he was not yet in custody for miranda purposes,he,1,0,2
federal courts of appeals disagree on the issue thompson asks us to resolve whether statecourt in custody determinations are matters of fact entitled to a presumption of correctness under 28 usc 2254d or mixed questions of law and fact warranting independent review by the federal habeas court,thompson,-1,48,56
carl thompson murdered his exwife stabbing her 29 times,thompson,-1,5,13
carl thompson murdered his exwife stabbing her 29 times,his,-1,23,26
he then wrapped her body in chains and a bedspread and tossed the corpse into a waterfilled gravel pit,he,-1,0,2
as part of their investigation police officers in fairbanks alaska questioned thompson about his role in the murder and thompson confessed,thompson,1,78,86
as part of their investigation police officers in fairbanks alaska questioned thompson about his role in the murder and thompson confessed,his,1,93,96
thompson was repeatedly told that he could leave the interview and was in fact permitted to leave at the close of questioning,thompson,-1,0,8
thompson was repeatedly told that he could leave the interview and was in fact permitted to leave at the close of questioning,he,-1,34,36
he could leave the interview and was in fact permitted to leave at the close of questioning,he,1,0,2
absent from the trial courts purview is any firstperson vantage on whether a defendant when interrogated was so situated as to be in custody for miranda purposes,defendant,1,85,94
a defendant when interrogated was so situated,defendant,0,2,11
based on circuit precedent 4 the court held that a state courts determination that a defendant was not in custody for purposes of miranda is a question of fact entitled to the presumption of correctness under 28 usc 2254d,defendant,1,85,94
a defendant was not in custody for purposes of miranda,defendant,1,2,11
the trial court does not have a firstperson vantage on whether a defendant was in custody for miranda purposes,defendant,1,65,74
a defendant was in custody for miranda purposes,defendant,1,2,11
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights as was involved in nixon v fitzgerald ante p 731,petitioners,-1,153,164
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights as was involved in nixon v fitzgerald ante p 731,codefendants,-1,214,226
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights as was involved in nixon v fitzgerald ante p 731,respondents,1,3,14
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights as was involved in nixon v fitzgerald ante p 731,his,1,71,74
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights,petitioners,-1,153,164
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights,codefendants,-1,214,226
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights,respondents,1,3,14
in respondents civil damages action in federal district court based on his alleged unlawful discharge from employment in the department of the air force petitioners white house aides to former president nixon were codefendants with him and were claimed to have participated in the same alleged conspiracy to violate respondents constitutional and statutory rights,his,1,71,74
after extensive pretrial discovery the district court denied the motions of petitioners and the former president for summary judgment holding inter alia that petitioners were not entitled to absolute immunity from suit,petitioners,-1,76,87
after extensive pretrial discovery the district court denied the motions of petitioners and the former president for summary judgment holding inter alia,petitioners,-1,76,87
petitioners were not entitled to absolute immunity from suit,petitioners,-1,0,11
